Data,Dia da Semana,Mês,Nome da Fruta,Categoria,Quantidade Vendida (kg),Preço por Kg (R$),Receita (R$),Vendedor,Feira,Forma de Pagamento,Promoção?,Clima,Observações
2024-10-15,Tuesday,October,Uva,Temperada,9.2,7.0,64.4,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Concorrência alta
2024-10-15,Tuesday,October,Coco,Tropical,29.3,3.7,108.41,Ana Tropical,Feira Central,Pix,Sim,Ensolarado,Produto fresco
2024-10-16,Wednesday,October,Laranja,Cítrica,34.6,3.8,131.48,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Nublado,Boa procura
2024-10-16,Wednesday,October,Limão,Cítrica,37.4,2.2,82.28,Maria Frutas,Feira do Parque,Cartão Débito,Não,Nublado,Produto fresco
2024-10-16,Wednesday,October,Pera,Temperada,41.3,5.2,214.76,João da Fruta,Feira Bairro Novo,Pix,Sim,Chuvoso,Produto fresco
2024-10-16,Wednesday,October,Banana,Tropical,47.0,3.5,164.5,Carlos Natureza,Feira Central,Dinheiro,Não,Chuvoso,Concorrência alta
2024-10-16,Wednesday,October,Laranja,Cítrica,44.8,3.8,170.24,Maria Frutas,Feira Central,Cartão Débito,Não,Chuvoso,Boa procura
2024-10-16,Wednesday,October,Maçã,Temperada,14.4,5.0,72.0,João da Fruta,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-10-17,Thursday,October,Abacaxi,Tropical,47.2,4.8,226.56,João da Fruta,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-10-17,Thursday,October,Banana,Tropical,26.9,3.5,94.15,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Nublado,Produto fresco
2024-10-17,Thursday,October,Maçã,Temperada,45.2,5.0,226.0,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-10-17,Thursday,October,Limão,Cítrica,37.7,2.2,82.94,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Nublado,Produto fresco
2024-10-17,Thursday,October,Mamão,Tropical,9.8,3.0,29.4,João da Fruta,Feira do Parque,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-10-17,Thursday,October,Pera,Temperada,38.5,5.2,200.2,Maria Frutas,Feira Central,Dinheiro,Sim,Chuvoso,Pouco movimento
2024-10-18,Friday,October,Melancia,Tropical,10.7,2.5,26.75,Maria Frutas,Feira do Parque,Cartão Débito,Não,Ensolarado,Produto fresco
2024-10-18,Friday,October,Kiwi,Temperada,20.3,6.5,131.95,Maria Frutas,Feira da Estação,Cartão Débito,Não,Chuvoso,Concorrência alta
2024-10-18,Friday,October,Melancia,Tropical,14.6,2.5,36.5,Ana Tropical,Feira do Parque,Pix,Não,Chuvoso,Pouco movimento
2024-10-18,Friday,October,Limão,Cítrica,24.4,2.2,53.68,Maria Frutas,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Vendas médias
2024-10-19,Saturday,October,Kiwi,Temperada,43.0,6.5,279.5,Maria Frutas,Feira do Parque,Cartão Débito,Não,Nublado,Concorrência alta
2024-10-19,Saturday,October,Melancia,Tropical,32.0,2.5,80.0,Maria Frutas,Feira Central,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-10-19,Saturday,October,Laranja,Cítrica,37.6,3.8,142.88,João da Fruta,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Boa procura
2024-10-20,Sunday,October,Mamão,Tropical,27.8,3.0,83.4,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Boa procura
2024-10-20,Sunday,October,Limão,Cítrica,34.7,2.2,76.34,Carlos Natureza,Feira Bairro Novo,Pix,Não,Nublado,Vendas médias
2024-10-20,Sunday,October,Laranja,Cítrica,47.0,3.8,178.6,João da Fruta,Feira do Parque,Pix,Sim,Chuvoso,Boa procura
2024-10-20,Sunday,October,Melancia,Tropical,44.4,2.5,111.0,João da Fruta,Feira da Estação,Dinheiro,Sim,Ensolarado,Pouco movimento
2024-10-21,Monday,October,Melancia,Tropical,49.5,2.5,123.75,Maria Frutas,Feira do Parque,Pix,Não,Ensolarado,Pouco movimento
2024-10-21,Monday,October,Uva,Temperada,49.0,7.0,343.0,João da Fruta,Feira do Parque,Cartão Crédito,Não,Chuvoso,Boa procura
2024-10-21,Monday,October,Mamão,Tropical,30.6,3.0,91.8,Carlos Natureza,Feira Central,Pix,Não,Nublado,Produto fresco
2024-10-22,Tuesday,October,Uva,Temperada,30.6,7.0,214.2,João da Fruta,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Concorrência alta
2024-10-22,Tuesday,October,Laranja,Cítrica,44.8,3.8,170.24,Ana Tropical,Feira do Parque,Dinheiro,Não,Nublado,Vendas médias
2024-10-22,Tuesday,October,Limão,Cítrica,34.2,2.2,75.24,Maria Frutas,Feira da Estação,Dinheiro,Não,Ensolarado,Pouco movimento
2024-10-22,Tuesday,October,Pera,Temperada,45.7,5.2,237.64,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Nublado,Concorrência alta
2024-10-22,Tuesday,October,Banana,Tropical,36.8,3.5,128.8,Carlos Natureza,Feira da Estação,Pix,Sim,Nublado,Produto fresco
2024-10-23,Wednesday,October,Melancia,Tropical,34.2,2.5,85.5,João da Fruta,Feira Central,Cartão Débito,Não,Ensolarado,Pouco movimento
2024-10-23,Wednesday,October,Abacaxi,Tropical,46.9,4.8,225.12,Carlos Natureza,Feira do Parque,Pix,Sim,Nublado,Vendas médias
2024-10-23,Wednesday,October,Melancia,Tropical,30.3,2.5,75.75,Maria Frutas,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Concorrência alta
2024-10-23,Wednesday,October,Maçã,Temperada,37.4,5.0,187.0,Ana Tropical,Feira da Estação,Pix,Não,Ensolarado,Vendas médias
2024-10-23,Wednesday,October,Mamão,Tropical,18.9,3.0,56.7,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Chuvoso,Produto fresco
2024-10-24,Thursday,October,Mamão,Tropical,6.8,3.0,20.4,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Nublado,Concorrência alta
2024-10-24,Thursday,October,Maçã,Temperada,35.2,5.0,176.0,Ana Tropical,Feira Central,Pix,Sim,Ensolarado,Produto fresco
2024-10-24,Thursday,October,Limão,Cítrica,10.5,2.2,23.1,Ana Tropical,Feira da Estação,Dinheiro,Não,Ensolarado,Concorrência alta
2024-10-24,Thursday,October,Banana,Tropical,13.2,3.5,46.2,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Chuvoso,Pouco movimento
2024-10-25,Friday,October,Pera,Temperada,47.6,5.2,247.52,Carlos Natureza,Feira da Estação,Pix,Não,Nublado,Pouco movimento
2024-10-25,Friday,October,Kiwi,Temperada,35.8,6.5,232.7,João da Fruta,Feira da Estação,Cartão Débito,Sim,Nublado,Pouco movimento
2024-10-25,Friday,October,Coco,Tropical,50.0,3.7,185.0,Maria Frutas,Feira da Estação,Cartão Débito,Não,Nublado,Pouco movimento
2024-10-25,Friday,October,Manga,Tropical,34.2,4.2,143.64,Ana Tropical,Feira do Parque,Cartão Débito,Não,Nublado,Vendas médias
2024-10-26,Saturday,October,Melancia,Tropical,18.3,2.5,45.75,Ana Tropical,Feira do Parque,Cartão Crédito,Não,Nublado,Vendas médias
2024-10-26,Saturday,October,Laranja,Cítrica,49.0,3.8,186.2,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Nublado,Boa procura
2024-10-26,Saturday,October,Limão,Cítrica,44.3,2.2,97.46,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Nublado,Boa procura
2024-10-26,Saturday,October,Abacaxi,Tropical,24.7,4.8,118.56,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-10-26,Saturday,October,Coco,Tropical,20.8,3.7,76.96,Ana Tropical,Feira da Estação,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-10-27,Sunday,October,Mamão,Tropical,17.5,3.0,52.5,João da Fruta,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-10-27,Sunday,October,Pera,Temperada,20.3,5.2,105.56,João da Fruta,Feira Central,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-10-27,Sunday,October,Coco,Tropical,44.4,3.7,164.28,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Nublado,Vendas médias
2024-10-27,Sunday,October,Kiwi,Temperada,47.4,6.5,308.1,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Pouco movimento
2024-10-27,Sunday,October,Laranja,Cítrica,44.0,3.8,167.2,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-10-27,Sunday,October,Laranja,Cítrica,37.3,3.8,141.74,Maria Frutas,Feira Central,Dinheiro,Não,Chuvoso,Vendas médias
2024-10-28,Monday,October,Manga,Tropical,16.7,4.2,70.14,Ana Tropical,Feira da Estação,Pix,Não,Ensolarado,Boa procura
2024-10-28,Monday,October,Pera,Temperada,8.9,5.2,46.28,Maria Frutas,Feira do Parque,Dinheiro,Não,Ensolarado,Concorrência alta
2024-10-28,Monday,October,Uva,Temperada,37.4,7.0,261.8,João da Fruta,Feira Bairro Novo,Pix,Não,Nublado,Produto fresco
2024-10-28,Monday,October,Coco,Tropical,38.4,3.7,142.08,Maria Frutas,Feira Bairro Novo,Cartão Crédito,Não,Nublado,Boa procura
2024-10-29,Tuesday,October,Melancia,Tropical,27.7,2.5,69.25,Ana Tropical,Feira do Parque,Cartão Crédito,Não,Nublado,Boa procura
2024-10-29,Tuesday,October,Abacaxi,Tropical,16.1,4.8,77.28,Ana Tropical,Feira da Estação,Dinheiro,Não,Nublado,Pouco movimento
2024-10-29,Tuesday,October,Laranja,Cítrica,48.7,3.8,185.06,Maria Frutas,Feira Central,Dinheiro,Não,Nublado,Vendas médias
2024-10-29,Tuesday,October,Laranja,Cítrica,11.9,3.8,45.22,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Ensolarado,Boa procura
2024-10-29,Tuesday,October,Maçã,Temperada,19.1,5.0,95.5,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Produto fresco
2024-10-29,Tuesday,October,Manga,Tropical,8.6,4.2,36.12,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-10-30,Wednesday,October,Banana,Tropical,15.2,3.5,53.2,João da Fruta,Feira Bairro Novo,Cartão Débito,Sim,Ensolarado,Vendas médias
2024-10-30,Wednesday,October,Maçã,Temperada,32.9,5.0,164.5,João da Fruta,Feira Central,Dinheiro,Sim,Nublado,Vendas médias
2024-10-30,Wednesday,October,Abacaxi,Tropical,32.8,4.8,157.44,Carlos Natureza,Feira da Estação,Dinheiro,Não,Nublado,Concorrência alta
2024-10-30,Wednesday,October,Pera,Temperada,31.5,5.2,163.8,João da Fruta,Feira Bairro Novo,Pix,Sim,Ensolarado,Boa procura
2024-10-30,Wednesday,October,Manga,Tropical,20.1,4.2,84.42,Maria Frutas,Feira Central,Cartão Débito,Não,Ensolarado,Vendas médias
2024-10-31,Thursday,October,Abacaxi,Tropical,13.9,4.8,66.72,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-10-31,Thursday,October,Kiwi,Temperada,17.1,6.5,111.15,Carlos Natureza,Feira da Estação,Dinheiro,Não,Chuvoso,Pouco movimento
2024-10-31,Thursday,October,Laranja,Cítrica,42.3,3.8,160.74,Maria Frutas,Feira Central,Cartão Débito,Sim,Ensolarado,Vendas médias
2024-10-31,Thursday,October,Uva,Temperada,25.9,7.0,181.3,Maria Frutas,Feira Central,Cartão Crédito,Sim,Nublado,Concorrência alta
2024-11-01,Friday,November,Kiwi,Temperada,37.3,6.5,242.45,João da Fruta,Feira do Parque,Pix,Não,Chuvoso,Vendas médias
2024-11-01,Friday,November,Melancia,Tropical,26.4,2.5,66.0,Ana Tropical,Feira Central,Pix,Não,Ensolarado,Concorrência alta
2024-11-01,Friday,November,Mamão,Tropical,20.7,3.0,62.1,Maria Frutas,Feira Central,Dinheiro,Não,Nublado,Vendas médias
2024-11-01,Friday,November,Pera,Temperada,12.2,5.2,63.44,Maria Frutas,Feira do Parque,Pix,Sim,Nublado,Produto fresco
2024-11-01,Friday,November,Uva,Temperada,32.4,7.0,226.8,Ana Tropical,Feira do Parque,Cartão Débito,Não,Nublado,Boa procura
2024-11-02,Saturday,November,Uva,Temperada,46.7,7.0,326.9,Carlos Natureza,Feira do Parque,Cartão Débito,Sim,Nublado,Produto fresco
2024-11-02,Saturday,November,Mamão,Tropical,49.5,3.0,148.5,Carlos Natureza,Feira Central,Cartão Débito,Não,Nublado,Vendas médias
2024-11-02,Saturday,November,Pera,Temperada,36.9,5.2,191.88,Maria Frutas,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Boa procura
2024-11-03,Sunday,November,Mamão,Tropical,40.0,3.0,120.0,Ana Tropical,Feira Central,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-11-03,Sunday,November,Uva,Temperada,37.8,7.0,264.6,Maria Frutas,Feira Bairro Novo,Cartão Crédito,Não,Chuvoso,Concorrência alta
2024-11-03,Sunday,November,Laranja,Cítrica,12.3,3.8,46.74,Carlos Natureza,Feira Central,Pix,Sim,Chuvoso,Vendas médias
2024-11-04,Monday,November,Laranja,Cítrica,27.9,3.8,106.02,Maria Frutas,Feira Central,Dinheiro,Não,Nublado,Concorrência alta
2024-11-04,Monday,November,Maçã,Temperada,23.1,5.0,115.5,Maria Frutas,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Produto fresco
2024-11-04,Monday,November,Mamão,Tropical,22.1,3.0,66.3,Ana Tropical,Feira Central,Dinheiro,Não,Chuvoso,Concorrência alta
2024-11-04,Monday,November,Mamão,Tropical,45.7,3.0,137.1,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Ensolarado,Boa procura
2024-11-04,Monday,November,Uva,Temperada,13.0,7.0,91.0,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Chuvoso,Vendas médias
2024-11-04,Monday,November,Abacaxi,Tropical,15.5,4.8,74.4,Maria Frutas,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Concorrência alta
2024-11-05,Tuesday,November,Mamão,Tropical,12.5,3.0,37.5,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Pouco movimento
2024-11-05,Tuesday,November,Uva,Temperada,19.8,7.0,138.6,Carlos Natureza,Feira Bairro Novo,Pix,Sim,Nublado,Produto fresco
2024-11-05,Tuesday,November,Pera,Temperada,35.6,5.2,185.12,João da Fruta,Feira Central,Cartão Crédito,Não,Chuvoso,Vendas médias
2024-11-05,Tuesday,November,Coco,Tropical,31.8,3.7,117.66,João da Fruta,Feira Central,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-11-05,Tuesday,November,Melancia,Tropical,47.6,2.5,119.0,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-11-05,Tuesday,November,Melancia,Tropical,21.7,2.5,54.25,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Ensolarado,Concorrência alta
2024-11-06,Wednesday,November,Uva,Temperada,41.2,7.0,288.4,Maria Frutas,Feira Central,Cartão Débito,Não,Chuvoso,Produto fresco
2024-11-06,Wednesday,November,Laranja,Cítrica,18.2,3.8,69.16,Ana Tropical,Feira Bairro Novo,Cartão Débito,Não,Ensolarado,Boa procura
2024-11-06,Wednesday,November,Melancia,Tropical,48.3,2.5,120.75,João da Fruta,Feira da Estação,Cartão Crédito,Não,Nublado,Concorrência alta
2024-11-07,Thursday,November,Mamão,Tropical,41.0,3.0,123.0,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-11-07,Thursday,November,Laranja,Cítrica,20.1,3.8,76.38,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Boa procura
2024-11-07,Thursday,November,Kiwi,Temperada,22.8,6.5,148.2,Maria Frutas,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Concorrência alta
2024-11-07,Thursday,November,Abacaxi,Tropical,28.4,4.8,136.32,Maria Frutas,Feira do Parque,Dinheiro,Sim,Ensolarado,Boa procura
2024-11-08,Friday,November,Limão,Cítrica,41.8,2.2,91.96,Ana Tropical,Feira Central,Dinheiro,Não,Chuvoso,Vendas médias
2024-11-08,Friday,November,Manga,Tropical,42.3,4.2,177.66,Carlos Natureza,Feira do Parque,Pix,Não,Ensolarado,Pouco movimento
2024-11-08,Friday,November,Laranja,Cítrica,12.5,3.8,47.5,Maria Frutas,Feira do Parque,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-11-08,Friday,November,Mamão,Tropical,42.6,3.0,127.8,Ana Tropical,Feira da Estação,Pix,Sim,Chuvoso,Concorrência alta
2024-11-08,Friday,November,Kiwi,Temperada,29.9,6.5,194.35,João da Fruta,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Pouco movimento
2024-11-09,Saturday,November,Coco,Tropical,28.3,3.7,104.71,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-11-09,Saturday,November,Kiwi,Temperada,11.5,6.5,74.75,João da Fruta,Feira Central,Dinheiro,Sim,Ensolarado,Produto fresco
2024-11-09,Saturday,November,Pera,Temperada,8.1,5.2,42.12,Maria Frutas,Feira da Estação,Dinheiro,Sim,Nublado,Produto fresco
2024-11-10,Sunday,November,Pera,Temperada,7.8,5.2,40.56,Ana Tropical,Feira Central,Dinheiro,Não,Ensolarado,Concorrência alta
2024-11-10,Sunday,November,Maçã,Temperada,19.9,5.0,99.5,Ana Tropical,Feira Central,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-11-10,Sunday,November,Kiwi,Temperada,28.7,6.5,186.55,Ana Tropical,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Pouco movimento
2024-11-10,Sunday,November,Laranja,Cítrica,35.0,3.8,133.0,Ana Tropical,Feira do Parque,Pix,Não,Chuvoso,Concorrência alta
2024-11-11,Monday,November,Maçã,Temperada,12.7,5.0,63.5,Ana Tropical,Feira do Parque,Cartão Crédito,Sim,Chuvoso,Concorrência alta
2024-11-11,Monday,November,Abacaxi,Tropical,19.2,4.8,92.16,Maria Frutas,Feira Central,Cartão Débito,Não,Nublado,Boa procura
2024-11-11,Monday,November,Pera,Temperada,43.4,5.2,225.68,Carlos Natureza,Feira da Estação,Pix,Sim,Nublado,Vendas médias
2024-11-11,Monday,November,Abacaxi,Tropical,34.8,4.8,167.04,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-11-11,Monday,November,Banana,Tropical,21.8,3.5,76.3,Maria Frutas,Feira do Parque,Cartão Débito,Sim,Nublado,Pouco movimento
2024-11-12,Tuesday,November,Manga,Tropical,6.6,4.2,27.72,Carlos Natureza,Feira Central,Dinheiro,Sim,Ensolarado,Boa procura
2024-11-12,Tuesday,November,Abacaxi,Tropical,13.5,4.8,64.8,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-11-12,Tuesday,November,Pera,Temperada,41.9,5.2,217.88,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-11-12,Tuesday,November,Laranja,Cítrica,29.4,3.8,111.72,Maria Frutas,Feira do Parque,Cartão Débito,Sim,Chuvoso,Vendas médias
2024-11-12,Tuesday,November,Pera,Temperada,8.0,5.2,41.6,Carlos Natureza,Feira Bairro Novo,Dinheiro,Não,Ensolarado,Produto fresco
2024-11-13,Wednesday,November,Mamão,Tropical,29.1,3.0,87.3,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-11-13,Wednesday,November,Coco,Tropical,14.6,3.7,54.02,Maria Frutas,Feira Bairro Novo,Cartão Débito,Sim,Ensolarado,Concorrência alta
2024-11-13,Wednesday,November,Laranja,Cítrica,12.1,3.8,45.98,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Não,Nublado,Vendas médias
2024-11-13,Wednesday,November,Uva,Temperada,38.6,7.0,270.2,João da Fruta,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Concorrência alta
2024-11-13,Wednesday,November,Uva,Temperada,31.1,7.0,217.7,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Nublado,Concorrência alta
2024-11-13,Wednesday,November,Kiwi,Temperada,44.0,6.5,286.0,Maria Frutas,Feira Central,Dinheiro,Sim,Chuvoso,Produto fresco
2024-11-14,Thursday,November,Maçã,Temperada,43.6,5.0,218.0,Ana Tropical,Feira da Estação,Cartão Débito,Não,Chuvoso,Boa procura
2024-11-14,Thursday,November,Laranja,Cítrica,45.2,3.8,171.76,Maria Frutas,Feira Central,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-11-14,Thursday,November,Abacaxi,Tropical,9.4,4.8,45.12,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Ensolarado,Produto fresco
2024-11-14,Thursday,November,Laranja,Cítrica,10.8,3.8,41.04,João da Fruta,Feira da Estação,Dinheiro,Sim,Ensolarado,Vendas médias
2024-11-14,Thursday,November,Pera,Temperada,20.1,5.2,104.52,Carlos Natureza,Feira Central,Dinheiro,Não,Chuvoso,Vendas médias
2024-11-15,Friday,November,Uva,Temperada,46.9,7.0,328.3,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Pouco movimento
2024-11-15,Friday,November,Mamão,Tropical,39.3,3.0,117.9,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-11-15,Friday,November,Kiwi,Temperada,32.6,6.5,211.9,Ana Tropical,Feira Bairro Novo,Pix,Sim,Ensolarado,Vendas médias
2024-11-16,Saturday,November,Coco,Tropical,27.2,3.7,100.64,Ana Tropical,Feira do Parque,Cartão Crédito,Não,Nublado,Vendas médias
2024-11-16,Saturday,November,Laranja,Cítrica,17.3,3.8,65.74,Ana Tropical,Feira da Estação,Pix,Não,Ensolarado,Concorrência alta
2024-11-16,Saturday,November,Pera,Temperada,17.1,5.2,88.92,Maria Frutas,Feira do Parque,Dinheiro,Sim,Nublado,Boa procura
2024-11-16,Saturday,November,Uva,Temperada,39.6,7.0,277.2,João da Fruta,Feira da Estação,Cartão Débito,Sim,Chuvoso,Boa procura
2024-11-17,Sunday,November,Coco,Tropical,34.7,3.7,128.39,Maria Frutas,Feira Central,Pix,Não,Nublado,Concorrência alta
2024-11-17,Sunday,November,Uva,Temperada,37.8,7.0,264.6,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-11-17,Sunday,November,Uva,Temperada,32.7,7.0,228.9,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Concorrência alta
2024-11-17,Sunday,November,Kiwi,Temperada,39.9,6.5,259.35,Carlos Natureza,Feira Central,Pix,Não,Nublado,Boa procura
2024-11-18,Monday,November,Mamão,Tropical,46.5,3.0,139.5,João da Fruta,Feira Bairro Novo,Cartão Débito,Sim,Ensolarado,Vendas médias
2024-11-18,Monday,November,Maçã,Temperada,38.2,5.0,191.0,João da Fruta,Feira Central,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-11-18,Monday,November,Banana,Tropical,16.0,3.5,56.0,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Vendas médias
2024-11-18,Monday,November,Abacaxi,Tropical,12.8,4.8,61.44,Carlos Natureza,Feira do Parque,Pix,Sim,Chuvoso,Produto fresco
2024-11-19,Tuesday,November,Melancia,Tropical,13.7,2.5,34.25,Maria Frutas,Feira Central,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-11-19,Tuesday,November,Abacaxi,Tropical,24.4,4.8,117.12,Carlos Natureza,Feira Central,Dinheiro,Não,Chuvoso,Produto fresco
2024-11-19,Tuesday,November,Melancia,Tropical,18.7,2.5,46.75,Carlos Natureza,Feira do Parque,Cartão Débito,Não,Nublado,Vendas médias
2024-11-20,Wednesday,November,Uva,Temperada,24.3,7.0,170.1,Ana Tropical,Feira da Estação,Pix,Não,Nublado,Pouco movimento
2024-11-20,Wednesday,November,Abacaxi,Tropical,12.0,4.8,57.6,Ana Tropical,Feira do Parque,Cartão Débito,Sim,Chuvoso,Pouco movimento
2024-11-20,Wednesday,November,Uva,Temperada,48.4,7.0,338.8,Ana Tropical,Feira da Estação,Cartão Débito,Não,Nublado,Concorrência alta
2024-11-20,Wednesday,November,Melancia,Tropical,31.3,2.5,78.25,Maria Frutas,Feira Bairro Novo,Pix,Não,Nublado,Pouco movimento
2024-11-20,Wednesday,November,Kiwi,Temperada,8.5,6.5,55.25,Ana Tropical,Feira Central,Dinheiro,Sim,Nublado,Boa procura
2024-11-20,Wednesday,November,Abacaxi,Tropical,22.5,4.8,108.0,Ana Tropical,Feira Central,Cartão Crédito,Sim,Nublado,Pouco movimento
2024-11-21,Thursday,November,Kiwi,Temperada,24.1,6.5,156.65,João da Fruta,Feira da Estação,Cartão Débito,Sim,Ensolarado,Concorrência alta
2024-11-21,Thursday,November,Manga,Tropical,42.4,4.2,178.08,João da Fruta,Feira da Estação,Pix,Não,Ensolarado,Produto fresco
2024-11-21,Thursday,November,Manga,Tropical,39.6,4.2,166.32,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Nublado,Pouco movimento
2024-11-21,Thursday,November,Coco,Tropical,20.6,3.7,76.22,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Nublado,Pouco movimento
2024-11-21,Thursday,November,Melancia,Tropical,36.0,2.5,90.0,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Pouco movimento
2024-11-22,Friday,November,Melancia,Tropical,22.4,2.5,56.0,Ana Tropical,Feira da Estação,Pix,Não,Nublado,Pouco movimento
2024-11-22,Friday,November,Uva,Temperada,37.8,7.0,264.6,João da Fruta,Feira do Parque,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-11-22,Friday,November,Laranja,Cítrica,39.8,3.8,151.24,Ana Tropical,Feira Bairro Novo,Pix,Sim,Chuvoso,Boa procura
2024-11-23,Saturday,November,Maçã,Temperada,5.4,5.0,27.0,João da Fruta,Feira da Estação,Dinheiro,Sim,Nublado,Concorrência alta
2024-11-23,Saturday,November,Maçã,Temperada,5.4,5.0,27.0,João da Fruta,Feira do Parque,Dinheiro,Não,Ensolarado,Concorrência alta
2024-11-23,Saturday,November,Coco,Tropical,21.3,3.7,78.81,Ana Tropical,Feira Central,Dinheiro,Não,Chuvoso,Produto fresco
2024-11-24,Sunday,November,Melancia,Tropical,25.5,2.5,63.75,Carlos Natureza,Feira da Estação,Cartão Débito,Sim,Nublado,Concorrência alta
2024-11-24,Sunday,November,Mamão,Tropical,9.3,3.0,27.9,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Nublado,Pouco movimento
2024-11-24,Sunday,November,Coco,Tropical,15.3,3.7,56.61,Carlos Natureza,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Vendas médias
2024-11-24,Sunday,November,Laranja,Cítrica,27.1,3.8,102.98,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Nublado,Vendas médias
2024-11-25,Monday,November,Limão,Cítrica,43.2,2.2,95.04,João da Fruta,Feira do Parque,Cartão Débito,Sim,Nublado,Concorrência alta
2024-11-25,Monday,November,Manga,Tropical,14.4,4.2,60.48,Carlos Natureza,Feira Bairro Novo,Cartão Débito,Sim,Nublado,Vendas médias
2024-11-25,Monday,November,Abacaxi,Tropical,36.1,4.8,173.28,Maria Frutas,Feira Central,Pix,Sim,Nublado,Concorrência alta
